$,,,,,
,,,,,
JDAY,TAIR,TDEW,PHI,WIND,CLOUD
43.79166667,15.5,12.62476372,308,2.6,5
43.80208333,15.5,12.62476372,307,2.4,5
43.8125,15.6,12.72255146,307,2.6,5
43.82291667,15.6,12.72255146,308,2.4,5
43.83333333,15.6,12.72255146,303,2.8,5
43.84375,15.5,12.62476372,306,2.8,5
43.85416667,15.6,12.72255146,307,2.7,5
43.86458333,15.7,12.82033835,307,2.5,5
43.875,15.7,12.82033835,310,2.5,5
43.88541667,15.6,12.72255146,307,2.7,5
43.89583333,15.6,12.72255146,305,2.5,5
43.90625,15.6,12.72255146,310,2.5,5
43.91666667,15.5,12.62476372,307,2.5,5
43.92708333,15.5,12.62476372,306,2.1,5
43.9375,15.4,12.52697514,306,2.4,5
43.94791667,15.4,12.52697514,306,2.6,5
43.95833333,15.4,12.52697514,306,2.4,5
43.96875,15.4,12.52697514,308,2.2,5
43.97916667,15.4,12.52697514,316,2.2,5
43.98958333,15.4,12.34228658,307,2.4,5
44,15.4,12.52697514,306,2.2,5
44.01041667,15.5,12.62476372,314,1.7,5
44.02083333,15.5,12.62476372,307,1.4,5
44.03125,15.4,12.52697514,303,1.4,5
44.04166667,15.5,12.62476372,294,1.8,5
44.05208333,15.4,12.34228658,291,1.8,5
44.0625,15.4,12.34228658,301,1.7,5
44.07291667,15.5,12.43993385,303,1.6,5
44.08333333,15.5,12.43993385,292,1.3,5
44.09375,15.5,12.43993385,291,1.3,5
44.10416667,15.5,12.43993385,303,1.3,5
44.11458333,15.4,12.34228658,302,1.2,5
44.125,15.4,12.34228658,294,1.3,5
44.13541667,15.4,12.15560352,310,1.2,5
44.14583333,15.4,12.34228658,308,0.8,5
44.15625,15.4,12.34228658,321,0.4,5
44.16666667,15.4,12.34228658,277,0.4,5
44.17708333,15.4,12.52697514,258,0.2,5
44.1875,15.3,12.42918572,252,0.7,5
44.19791667,15.2,12.33139546,270,1.2,5
44.20833333,15,12.49827218,276,0.6,5
44.21875,14.9,12.40020144,351,0.2,5
44.22916667,15,12.31799246,343,0.1,5
44.23958333,15.1,12.23360436,263,0.1,5
44.25,15.2,12.33139546,329,0,5
44.26041667,15.4,12.52697514,268,0.4,5
44.27083333,15.5,12.43993385,278,0.5,5
44.28125,15.6,12.53758022,261,0.6,5
44.29166667,15.7,12.6352257,250,1.4,5
44.30208333,15.7,12.44811427,262,1.9,5
44.3125,15.8,12.54561596,279,2.5,5
44.32291667,16,12.55102623,284,2.6,5
44.33333333,16,12.55102623,268,2.2,5
44.34375,16.1,12.64838057,267,2.2,5
44.35416667,16.1,12.83811535,264,2.1,5
44.36458333,16.2,13.12343968,272,2.3,5
44.375,16.2,13.30926021,271,2.2,5
44.38541667,16.3,13.22107979,270,2.2,5
44.39583333,16.5,13.22810128,278,2.1,5
44.40625,16.9,13.42717925,276,1.9,5
44.41666667,16.9,13.42717925,279,2.2,5
44.42708333,17,13.33137318,281,2.2,5
44.4375,17.1,13.42857097,281,2.2,5
44.44791667,17.3,13.62296339,275,2.3,5
44.45833333,17.3,13.62296339,275,2.5,5
44.46875,17.2,13.52576771,281,2.8,5
44.47916667,17.4,13.72015801,278,2.9,5
44.48958333,17.3,13.62296339,276,2.9,5
44.5,17.7,13.81538211,280,2.9,5
44.51041667,17.8,13.7136925,281,2.9,5
44.52083333,18.1,14.00436131,267,3.4,5
44.53125,18.2,14.30058079,271,3.5,5
44.54166667,18.9,14.16422415,259,3.4,5
44.55208333,18.9,13.95427504,255,3.4,5
44.5625,18.8,13.85801493,255,3.4,5
44.57291667,18.3,14.1981347,266,3.8,5
44.58333333,18.1,14.20354327,268,3.8,5
44.59375,17.4,13.9138959,269,4,5
44.60416667,17.2,13.91054018,272,3.8,5
44.61458333,16.8,13.70926696,272,3.7,5
44.625,16.5,13.60260324,272,3.6,5
44.63541667,16.4,13.50482307,275,3.7,5
44.64583333,16.3,13.40704206,273,4,5
44.65625,16.3,13.40704206,279,3.8,5
44.66666667,16.4,13.50482307,282,3.4,5
44.67708333,16.6,13.51399477,289,2.5,5
44.6875,16.5,13.41635734,292,2.5,5
44.69791667,16.4,13.31871901,298,2.3,5
44.70833333,16.4,13.31871901,298,2,5
44.71875,16.3,13.40704206,300,1.9,5
44.72916667,16.1,13.39519727,296,1.8,5
44.73958333,16,13.4789391,296,1.7,5
44.75,15.9,13.5605322,291,1.6,5
44.76041667,15.8,13.46233065,286,2,5
44.77083333,15.8,13.64002157,291,1.7,5
44.78125,15.7,13.54168326,287,1.8,5
44.79166667,15.7,13.54168326,286,1.8,5
44.80208333,15.7,13.54168326,282,1.7,5
44.8125,15.6,13.44334431,284,2,5
44.82291667,15.6,13.44334431,283,1.8,5
44.83333333,15.6,13.44334431,283,1.8,5
44.84375,15.6,13.44334431,283,2,5
44.85416667,15.6,13.2659255,273,2,5
44.86458333,15.6,13.2659255,282,1.9,5
44.875,15.6,12.90557055,279,1.8,5
44.88541667,15.7,12.82033835,272,1.9,5
44.89583333,15.7,12.82033835,270,1.8,5
44.90625,15.6,12.53758022,259,1.3,5
44.91666667,15.7,12.44811427,248,0.9,5
44.92708333,15.7,12.44811427,260,1.4,5
44.9375,15.6,12.35061164,252,1.3,5
44.94791667,15.6,12.16159887,258,1.6,5
44.95833333,15.5,12.06423953,259,1.3,5
44.96875,15.5,12.06423953,254,1.5,5
44.97916667,15.5,12.06423953,256,1.6,5
44.98958333,15.5,12.06423953,261,1.5,5
45,15.4,12.15560352,256,1.6,5
45.01041667,15.4,11.96687918,257,1.5,5
45.02083333,15.5,12.25310805,263,1.6,5
45.03125,15.5,12.25310805,262,1.7,5
45.04166667,15.4,12.34228658,262,1.9,5
45.05208333,15.3,12.24463842,263,1.5,5
45.0625,15.3,12.24463842,264,1.4,5
45.07291667,15.3,12.24463842,258,1.5,5
45.08333333,15.3,12.24463842,255,1.7,5
45.09375,15.4,12.34228658,250,1.3,5
45.10416667,15.4,12.15560352,244,1.5,5
45.11458333,15.4,12.34228658,230,1.3,5
45.125,15.4,12.34228658,229,1.4,5
45.13541667,15.3,12.24463842,193,1.3,5
45.14583333,15.2,12.33139546,207,1.6,5
45.15625,15.1,12.41592411,203,1.8,5
45.16666667,14.9,12.40020144,202,1.7,5
45.17708333,14.7,12.3820684,187,1.9,5
45.1875,14.6,12.28385862,197,1.4,5
45.19791667,14.6,12.28385862,193,0.8,5
45.20833333,14.7,12.3820684,164,0.7,5
45.21875,14.7,12.3820684,172,0.3,5
45.22916667,14.7,12.3820684,130,0.5,5
45.23958333,14.8,12.48027748,171,0.6,5
45.25,14.9,12.57848588,205,1,5
45.26041667,14.9,12.75495393,241,1.3,5
45.27083333,14.9,12.75495393,251,1.3,5
45.28125,15.1,12.77490063,248,1.2,5
45.29166667,15.3,12.61178505,232,1.3,5
45.30208333,15.5,12.43993385,230,1.1,5
45.3125,15.7,12.6352257,251,1.5,5
45.32291667,15.7,12.6352257,267,1.4,5
45.33333333,15.6,12.72255146,280,1.6,5
45.34375,15.5,12.80764284,275,1.6,5
45.35416667,15.5,12.62476372,266,2.2,5
45.36458333,15.5,12.62476372,256,2.3,5
45.375,15.5,12.43993385,254,2.5,5
45.38541667,15.5,12.25310805,260,2.5,5
45.39583333,15.7,12.44811427,251,2.2,5
45.40625,15.6,12.35061164,260,2.4,5
45.41666667,15.5,12.25310805,266,2.2,5
45.42708333,15.6,12.35061164,268,1.9,5
45.4375,15.7,12.25895721,265,2.1,5
45.44791667,15.8,12.35631455,258,1.6,5
45.45833333,15.8,12.16491744,247,2,5
45.46875,15.8,12.16491744,245,1.7,5
45.47916667,15.9,12.26212789,228,1.5,5
45.48958333,16,12.16549918,250,1.7,5
45.5,15.9,12.06843727,249,1.8,5
45.51041667,16,12.35933728,242,2,5
45.52083333,16,12.16549918,250,1.8,5
45.53125,16.3,12.06144367,247,1.9,5
45.54166667,16.5,12.05358742,246,2.1,5
45.55208333,16.4,11.95698381,254,2.1,5
45.5625,16.3,11.65693835,255,2,5
45.57291667,16.3,11.86037893,264,2,5
45.58333333,16.3,12.06144367,272,2.2,5
45.59375,16.5,12.05358742,272,2.1,5
45.60416667,16.5,12.2549572,282,2.2,5
45.61458333,16.6,12.35171214,281,2.3,5
45.625,16.6,12.35171214,281,2.2,5
45.63541667,16.8,12.34339059,274,1.8,5
45.64583333,17,12.33206537,269,1.7,5
45.65625,16.6,12.15018975,266,2.1,5
45.66666667,16.5,12.45400657,278,2,5
45.67708333,16.5,12.45400657,275,1.9,5
45.6875,16.4,12.15820104,275,1.6,5
45.69791667,16.5,12.2549572,280,1.6,5
45.70833333,16.4,12.35709951,263,1.7,5
45.71875,16.2,12.16328189,254,1.6,5
45.72916667,16.1,12.06637133,250,1.8,5
45.73958333,16.1,12.06637133,254,1.5,5
45.75,16,11.96945961,248,1.4,5
45.76041667,15.9,11.87254672,242,1.6,5
45.77083333,15.8,11.77563267,237,1.3,5
45.78125,15.7,11.8743101,243,1.3,5
45.79166667,15.6,11.97049338,235,1.3,5
45.80208333,15.6,12.16159887,235,0.8,5
45.8125,15.5,12.06423953,254,0.9,5
45.82291667,15.5,12.25310805,263,0.7,5
45.83333333,15.5,12.25310805,257,0.3,5
45.84375,15.6,12.53758022,289,0.6,5
45.85416667,15.6,12.53758022,275,0.7,5
45.86458333,15.6,12.72255146,254,1,5
45.875,15.6,12.72255146,272,1.2,5
45.88541667,15.5,12.62476372,267,1.3,5
45.89583333,15.5,12.62476372,256,1.5,5
45.90625,15.5,12.62476372,256,1.1,5
45.91666667,15.4,12.34228658,254,0.9,5
45.92708333,15.4,12.34228658,244,1,5
45.9375,15.4,12.34228658,257,1.2,5
45.94791667,15.5,12.43993385,267,1.4,5
45.95833333,15.5,12.25310805,268,1.2,5
45.96875,15.4,12.15560352,265,1.1,5
45.97916667,15.5,12.25310805,263,0.8,5
45.98958333,15.5,12.25310805,247,0.3,5
46,15.4,12.15560352,0,0,5
46.01041667,15.4,12.15560352,0,0,5
46.02083333,15.4,12.15560352,0,0,5
46.03125,15.4,12.15560352,211,0.2,5
46.04166667,15.3,12.24463842,199,0.8,5
46.05208333,15.1,12.41592411,209,0.7,5
46.0625,15.1,12.41592411,195,0.5,5
46.07291667,15.3,12.24463842,200,1.1,5
46.08333333,15.5,12.06423953,215,0.8,5
46.09375,15.5,12.25310805,224,0.4,5
46.10416667,15.5,12.06423953,266,0.5,5
46.11458333,15.5,11.48488353,220,0.3,5
46.125,15.7,11.4808738,210,0,5
46.13541667,15.6,11.77724485,260,0,5
46.14583333,15.5,11.48488353,310,0,5
46.15625,15.6,11.77724485,83,0.4,5
46.16666667,15.6,11.77724485,66,0.5,5
46.17708333,15.6,11.77724485,106,0.7,5
46.1875,15.4,11.96687918,146,0.3,5
46.19791667,15.3,12.05809804,200,0.5,5
46.20833333,15.3,12.05809804,251,0,5
46.21875,15.5,12.62476372,261,1.2,5
46.22916667,15.6,12.72255146,258,1,5
46.23958333,15.7,13.00349747,249,1.7,5
46.25,15.7,13.36412842,262,2.6,5
46.26041667,15.7,13.36412842,262,2.8,5
46.27083333,15.6,13.2659255,263,3.4,5
46.28125,15.6,13.2659255,277,3.6,5
46.29166667,15.5,12.98861485,276,3.7,5
46.30208333,15.5,12.80764284,282,3.7,5
46.3125,15.7,13.00349747,286,3.3,5
46.32291667,15.7,12.82033835,289,3.2,5
46.33333333,15.9,12.83051397,286,3.1,5
46.34375,15.9,12.83051397,286,3.1,5
46.35416667,16,12.7406165,286,3,5
46.36458333,16.1,12.64838057,285,3,5
46.375,16.3,12.65095912,282,3.1,5
46.38541667,16.6,12.74784741,284,3.2,5
46.39583333,17,12.93852444,279,3.3,5
46.40625,17.5,12.81425901,290,3.4,5
46.41666667,17.6,12.70278528,292,3.3,5
46.42708333,17.7,12.79906205,283,3.5,5
46.4375,17.7,12.58847189,281,3.7,5
46.44791667,18.2,12.85505822,283,3.7,5
46.45833333,18.3,12.95100735,282,3.6,5
46.46875,18,12.66315545,286,3.8,5
46.47916667,18,12.44682588,285,4,5
46.48958333,18.2,12.63840396,287,4,5
46.5,18.6,12.80148644,284,3.9,5
46.51041667,18.7,12.67405443,289,3.8,5
46.52083333,18.5,12.2575359,289,3.7,5
46.53125,18.1,12.10133334,292,3.9,5
46.54166667,18.2,12.19679106,293,3.9,5
46.55208333,18.2,12.19679106,287,3.6,5
46.5625,18,12.22775721,289,3.6,5
46.57291667,17.7,11.94087072,289,3.5,5
46.58333333,17.8,11.81495013,290,3.4,5
46.59375,17.9,11.91041288,282,3.7,5
46.60416667,17.8,11.59050985,279,3.8,5
46.61458333,17.8,11.59050985,282,3.6,5
46.625,17.7,11.49521346,287,3.7,5
46.63541667,17.3,11.33761118,286,3.6,5
46.64583333,17.2,11.24213836,283,3.5,5
46.65625,17,11.2714122,283,3.3,5
46.66666667,17.1,11.14666385,280,3,5
46.67708333,17.1,11.36705399,287,2.9,5
46.6875,16.8,11.51161256,290,2.7,5
46.69791667,16.6,11.53109034,287,2.5,5
46.70833333,16.7,12.04273321,293,2.2,5
46.71875,16.6,11.94628649,300,2.3,5
46.72916667,16.5,11.84983845,301,2.2,5
46.73958333,16.3,11.65693835,302,2.2,5
46.75,16.1,11.46403293,301,2.1,5
46.76041667,16,11.36757823,300,1.9,5
46.77083333,15.8,11.17466482,292,2.1,5
46.78125,15.7,11.28072284,294,2.1,5
46.79166667,15.6,11.38410788,300,1.7,5
46.80208333,15.6,11.38410788,294,1.7,5
46.8125,15.5,11.48488353,292,1.6,5
46.82291667,15.5,11.48488353,292,1.5,5
46.83333333,15.5,11.48488353,288,1.6,5
46.84375,15.6,11.77724485,302,1.8,5
46.85416667,15.5,11.68017849,294,1.9,5
46.86458333,15.5,11.87327977,305,1.8,5
46.875,15.5,11.87327977,300,1.7,5
46.88541667,15.4,11.58311103,307,1.9,5
46.89583333,15.3,11.67884938,295,2.2,5
46.90625,15,11.5774278,291,2.4,5
46.91666667,15,11.38719589,292,2.1,5
46.92708333,15.1,11.29190197,295,1.9,5
46.9375,15.2,11.19412392,299,1.8,5
46.94791667,15.2,10.99703203,300,1.7,5
46.95833333,15.1,10.90026002,299,1.5,5
46.96875,15.1,11.29190197,303,1.7,5
46.97916667,15,11.38719589,304,1.9,5
46.98958333,15.1,11.67479215,299,2.1,5
47,15.1,11.29190197,297,2.6,5
47.01041667,15.1,11.48441478,292,2.9,5
47.02083333,15,11.5774278,299,2.9,5
47.03125,14.9,11.66806665,288,3.1,5
47.04166667,14.9,11.66806665,298,2.9,5
47.05208333,14.5,11.82832234,300,2.3,5
47.0625,14.6,11.56107627,303,2.7,5
47.07291667,14.7,11.0955329,307,2.4,5
47.08333333,14.8,11.00068293,304,2.2,5
47.09375,14.9,11.28997595,311,2,5
47.10416667,14.9,11.48006246,308,1.9,5
47.11458333,14.9,11.48006246,312,1.9,5
47.125,14.7,11.28532876,308,2.1,5
47.13541667,14.8,11.19275495,320,1.5,5
47.14583333,14.6,10.9983098,326,0.9,5
47.15625,14.5,10.90108564,334,0.9,5
47.16666667,14.6,10.61257324,337,0.8,5
47.17708333,14.6,10.61257324,342,0.6,5
47.1875,14.5,10.51564406,332,0.7,5
47.19791667,14.3,10.51529567,341,0.6,5
47.20833333,14.1,10.51217844,354,0.5,5
47.21875,14,10.60372928,354,0.5,5
47.22916667,14,10.414949,349,0.4,5
47.23958333,14.3,10.70663415,6,0.3,5
47.25,15,11.00027835,316,0.9,5
47.26041667,15.8,11.17466482,331,0.6,5
47.27083333,16.1,11.25846712,309,0.9,5
47.28125,16.2,11.35476472,303,0.9,5
47.29166667,16,10.95426303,296,1.1,5
47.30208333,16.5,11.22369301,318,0.8,5
47.3125,16.7,11.20141612,310,1.1,5
47.32291667,16.8,11.29722624,287,1.3,5
47.33333333,16.9,11.3930348,282,1.2,5
47.34375,16.6,11.53109034,277,1.3,5
47.35416667,16.8,11.72335454,273,2.1,5
47.36458333,17.7,11.94087072,278,2.1,5
47.375,17.3,11.77625342,266,2.2,5
47.38541667,16.9,11.60758273,259,2,5
47.39583333,17.2,11.6804511,255,2.2,5
47.40625,17.4,11.65396965,248,2.4,5
47.41666667,17,11.4888418,255,3,5
47.42708333,17.7,11.94087072,255,3.3,5
47.4375,18.2,12.19679106,247,3.2,5
47.44791667,18,11.78109742,240,3.4,5
47.45833333,17.9,11.4582228,244,3.2,5
47.46875,17.5,11.5285518,250,3.4,5
47.47916667,17.5,12.18337222,256,3.6,5
47.48958333,17.4,12.08741106,256,3.9,5
47.5,17.8,12.03650117,255,3.7,5
47.51041667,17.9,12.3510345,252,3.7,5
47.52083333,18.2,12.63840396,260,3.4,5
47.53125,18.3,12.95100735,257,3.5,5
47.54166667,18.2,13.06904205,266,3.3,5
47.55208333,18.2,13.06904205,257,3.5,5
47.5625,18.1,13.18415525,261,3.5,5
47.57291667,18.1,12.97293091,264,3.4,5
47.58333333,17.5,13.01955336,270,3.6,5
47.59375,17.6,13.31919444,270,3.3,5
47.60416667,17.4,13.12570773,269,3.1,5
47.61458333,16.9,13.03900654,271,2.9,5
47.625,17.7,13.21273125,283,2.9,5
47.63541667,17.8,12.89533743,281,3.1,5
47.64583333,17.7,12.79906205,282,3,5
47.65625,17.5,12.60650712,282,2.9,5
47.66666667,17.7,13.21273125,293,2.7,5
47.67708333,17.3,12.82637038,293,3.1,5
47.6875,17.2,13.13232344,291,3.1,5
47.69791667,16.9,12.84162319,292,3.2,5
47.70833333,16.7,12.84490156,296,2.9,5
47.71875,16.5,12.84536841,293,2.7,5
47.72916667,16.3,12.65095912,295,2.6,5
47.73958333,16.2,12.5537529,302,2.5,5
47.75,16.1,12.26255999,304,2.6,5
47.76041667,16.1,12.26255999,298,2.1,5
47.77083333,16.1,12.64838057,298,2.1,5
47.78125,16.1,12.64838057,300,2.2,5
47.79166667,16,12.7406165,301,2.4,5
47.80208333,16,12.92815677,303,2.4,5
47.8125,16,13.11369399,303,2.3,5
47.82291667,15.9,13.01590962,301,2.1,5
47.83333333,15.9,13.01590962,305,1.9,5
47.84375,15.8,12.91812441,304,1.9,5
47.85416667,15.5,12.98861485,305,1.7,5
47.86458333,15.2,12.87310697,312,1.5,5
47.875,14.9,12.75495393,322,1,5
47.88541667,14.7,12.55826526,316,1,5
47.89583333,14.8,12.83116644,302,1.5,5
47.90625,14.9,12.92964481,299,1.5,5
47.91666667,15,13.02812259,295,1.3,5
47.92708333,15,13.02812259,299,1.1,5
47.9375,15.2,13.04998218,293,1.3,5
47.94791667,15.3,13.14832367,292,1.7,5
47.95833333,15.3,13.14832367,295,1.5,5
47.96875,15.1,12.95164007,306,1.4,5
47.97916667,14.7,12.3820684,315,0.5,5
47.98958333,14.5,12.36157405,321,0.4,5
48,14.5,12.53572785,338,0,5
48.01041667,14.6,12.63420797,344,0,5
48.02083333,14.6,12.63420797,0,0,5
48.03125,14.6,12.80676049,345,0,5
48.04166667,14.8,13.1751023,283,1.1,5
48.05208333,15,13.3725885,303,1.7,5
48.0625,15,13.2012074,300,2,5
48.07291667,15,13.2012074,304,2.2,5
48.08333333,15,13.3725885,305,2.4,5
48.09375,14.8,13.1751023,305,2.2,5
48.10416667,14.7,13.07635848,309,2.3,5
48.11458333,14.6,12.97761418,312,1.9,5
48.125,14.6,12.97761418,309,1.8,5
48.13541667,14.6,12.80676049,312,1.8,5
48.14583333,14.7,12.90537301,306,1.7,5
48.15625,14.8,13.00398501,311,1.5,5
48.16666667,14.7,12.90537301,307,1.6,5
48.17708333,14.7,12.7326875,309,1.4,5
48.1875,14.8,12.83116644,309,1.1,5
48.19791667,14.7,12.7326875,325,0.8,5
48.20833333,14.8,12.65660991,323,0.6,5
48.21875,15,13.02812259,313,1.2,5
48.22916667,15.1,13.12659979,299,1.6,5
48.23958333,15.1,12.95164007,292,1.5,5
48.25,15.2,13.04998218,289,1.8,5
48.26041667,15.3,13.14832367,293,2.2,5
48.27083333,15.4,13.06951761,299,2.1,5
48.28125,15.6,12.90557055,296,2,5
48.29166667,15.6,12.72255146,297,1.9,5
48.30208333,15.7,12.6352257,292,1.9,5
48.3125,15.9,12.64311671,295,1.9,5
48.32291667,16,12.55102623,287,1.6,5
48.33333333,16.1,12.45654561,290,1.8,5
48.34375,16.2,12.5537529,295,1.8,5
48.35416667,16.3,12.26019128,291,2.2,5
48.36458333,16.4,12.35709951,282,2.1,5
48.375,16.5,12.45400657,279,2.3,5
48.38541667,16.6,12.35171214,283,2.5,5
48.39583333,16.7,12.64781721,291,2.5,5
48.40625,16.9,12.84162319,284,2.2,5
48.41666667,17,12.73871969,283,2.4,5
48.42708333,17.3,12.82637038,291,2.3,5
48.4375,17.3,12.62138555,287,2.5,5
48.44791667,17.4,12.51022757,287,2.3,5
48.45833333,17.3,12.41394664,288,2.5,5
48.46875,17.3,12.62138555,283,2.4,5
48.47916667,17.5,12.81425901,278,2.6,5
48.48958333,17.6,12.91069375,279,2.5,5
48.5,17.7,12.79906205,280,2.4,5
48.51041667,17.7,12.79906205,279,2.4,5
48.52083333,17.6,12.91069375,279,2.3,5
48.53125,17.7,12.79906205,279,2.2,5
48.54166667,17.8,12.89533743,282,2.2,5
48.55208333,17.5,12.81425901,268,2.4,5
48.5625,17.4,12.92296251,273,2.3,5
48.57291667,17.6,13.11614295,264,2,5
48.58333333,17.5,13.62129487,253,2.9,5
48.59375,17.5,13.4230132,253,2.6,5
48.60416667,17.4,12.92296251,257,2.8,5
48.61458333,17.5,13.4230132,253,2.9,5
48.625,17.4,13.12570773,254,2.8,5
48.63541667,17.3,13.4272032,251,2.7,5
48.64583333,17.1,13.81305175,256,3.5,5
48.65625,16.8,13.89593869,256,2.9,5
48.66666667,16.7,13.79816104,256,2.7,5
48.67708333,16.6,13.70038256,253,2.8,5
48.6875,16.4,13.68896384,263,2.5,5
48.69791667,16.3,13.59104244,261,2.3,5
48.70833333,16.1,13.39519727,265,2.1,5
48.71875,16.1,13.57700174,278,1.6,5
48.72916667,16.1,13.39519727,280,1.6,5
48.73958333,16.1,13.39519727,282,1.8,5
48.75,16,13.4789391,281,1.8,5
48.76041667,15.9,13.19934895,292,1.8,5
48.77083333,15.9,13.01590962,295,1.4,5
48.78125,15.9,13.01590962,289,1.1,5
48.79166667,15.8,12.91812441,289,1.2,5
48.80208333,15.8,13.10142361,292,1.3,5
48.8125,15.8,13.10142361,292,1.7,5
48.82291667,15.8,13.28281161,290,1.8,5
48.83333333,15.8,13.28281161,290,1.8,5
48.84375,15.8,13.28281161,292,1.6,5
48.85416667,15.8,13.28281161,297,1.7,5
48.86458333,15.8,13.28281161,294,1.8,5
48.875,15.8,13.28281161,300,1.6,5
48.88541667,15.7,13.18474676,301,1.6,5
48.89583333,15.7,13.18474676,304,1.6,5
48.90625,15.7,13.18474676,303,1.5,5
48.91666667,15.7,13.18474676,305,1.5,5
48.92708333,15.7,13.18474676,300,1.5,5
48.9375,15.8,13.28281161,295,1.3,5
48.94791667,15.7,13.18474676,290,1.1,5
48.95833333,15.7,13.18474676,293,1.3,5
48.96875,15.7,13.36412842,286,1.1,5
48.97916667,15.6,13.2659255,283,1.1,5
48.98958333,15.7,13.36412842,282,1.1,5
49,15.7,13.54168326,285,0.9,5
49.01041667,15.6,13.44334431,282,1,5
49.02083333,15.6,13.44334431,280,0.9,5
49.03125,15.5,13.34500473,282,0.7,5
49.04166667,15.5,13.34500473,282,0.7,5
49.05208333,15.5,13.34500473,292,0.7,5
49.0625,15.4,13.24666452,275,0.7,5
49.07291667,15.5,13.34500473,281,0.8,5
49.08333333,15.5,13.52050275,292,0.8,5
49.09375,15.5,13.52050275,307,0.6,5
49.10416667,15.4,13.42202788,314,0.6,5
49.11458333,15.4,13.42202788,303,0.8,5
49.125,15.4,13.42202788,314,0.7,5
49.13541667,15.4,13.42202788,314,0.7,5
49.14583333,15.4,13.42202788,303,0.7,5
49.15625,15.4,13.42202788,310,0.8,5
49.16666667,15.4,13.42202788,315,0.5,5
49.17708333,15.3,13.14832367,318,0.6,5
49.1875,15.3,13.14832367,320,0.7,5
49.19791667,15.3,12.97131263,321,0.8,5
49.20833333,15.4,12.89054779,317,1.1,5
49.21875,15.5,12.98861485,312,1.2,5
49.22916667,15.5,12.98861485,311,1.3,5
49.23958333,15.6,12.90557055,311,1.4,5
49.25,15.8,12.91812441,305,1.6,5
49.26041667,16,12.92815677,308,1.8,5
49.27083333,16.3,12.65095912,314,1.8,5
49.28125,16.4,12.55373577,315,2.2,5
49.29166667,16.6,12.74784741,312,2.4,5
49.30208333,16.5,12.2549572,314,2.2,5
49.3125,16.7,12.24679081,314,2.2,5
49.32291667,17,12.33206537,310,2.6,5
49.33333333,17.1,12.42850676,304,2.8,5
49.34375,17.1,12.63318229,302,3,5
49.35416667,17.1,12.42850676,302,2.8,5
49.36458333,17.1,12.2213806,301,3.2,5
49.375,17.5,12.39623371,303,3,5
49.38541667,17.4,12.30011245,300,3.1,5
49.39583333,17.3,12.20398974,291,3.2,5
49.40625,17.2,12.10786559,298,3.3,5
49.41666667,17.3,11.9914484,296,3.1,5
49.42708333,17.5,12.18337222,293,2.9,5
49.4375,17.7,12.37529002,291,2.9,5
49.44791667,17.7,12.15944705,298,3.2,5
49.45833333,18,12.44682588,290,2.8,5
49.46875,18.2,12.41900676,289,3.1,5
49.47916667,18.4,12.8299758,291,3.2,5
49.48958333,19,12.9603923,290,3.4,5
49.5,19.4,13.34215263,285,3.6,5
49.51041667,19.4,13.1150156,291,3.7,5
49.52083333,19.6,13.30554752,292,3.6,5
49.53125,19.8,13.26524602,292,3.6,5
49.54166667,19.4,13.1150156,288,3.9,5
49.55208333,19.9,13.36033451,290,3.6,5
49.5625,19.7,12.93640309,294,3.6,5
49.57291667,20.2,13.17314891,294,3.2,5
49.58333333,20.2,13.17314891,296,3.4,5
49.59375,20.2,13.17314891,294,3.2,5
49.60416667,20,13.22114799,292,3.5,5
49.61458333,19.7,13.17015573,288,3.3,5
49.625,19.7,13.62845524,293,3.4,5
49.63541667,19.5,14.10227971,292,3.3,5
49.64583333,19.7,14.07504053,298,3.4,5
49.65625,19.4,14.00634861,297,3.3,5
49.66666667,19.3,14.12616924,296,3.3,5
49.67708333,19.2,14.030074,293,3,5
49.6875,18.8,13.85801493,291,3,5
49.69791667,18.6,13.87496787,292,3.1,5
49.70833333,18.4,13.8888137,293,3,5
49.71875,18.1,13.80288987,290,3.2,5
49.72916667,17.9,13.81058326,297,2.9,5
49.73958333,17.8,13.7136925,294,2.3,5
49.75,17.4,13.52424959,298,2.4,5
49.76041667,17.1,13.42857097,303,2,5
49.77083333,16.8,13.52058077,303,1.9,5
49.78125,16.3,13.40704206,298,1.9,5
49.79166667,16,13.4789391,291,2,5
49.80208333,15.8,13.46233065,302,1.9,5
49.8125,15.7,13.54168326,306,1.9,5
49.82291667,15.6,13.44334431,314,1.7,5
49.83333333,15.5,13.1677219,317,1.4,5
49.84375,15.4,13.24666452,310,1.4,5
49.85416667,15.4,13.24666452,312,1.2,5
49.86458333,15.4,13.42202788,312,1.4,5
49.875,15.6,13.61897703,309,1.8,5
49.88541667,16,13.83669629,314,1.6,5
49.89583333,16.1,13.75693324,319,1.5,5
49.90625,16.1,13.75693324,317,1.5,5
49.91666667,16.1,13.57700174,315,1.6,5
49.92708333,16.1,13.57700174,312,1.7,5
49.9375,16.1,13.57700174,313,1.7,5
49.94791667,16.1,13.57700174,311,2,5
49.95833333,16.1,13.57700174,310,1.8,5
49.96875,16,13.4789391,307,1.8,5
49.97916667,16,13.4789391,307,2,5
49.98958333,16,13.65873306,309,1.8,5
50,16,13.65873306,308,1.8,5
50.01041667,15.9,13.5605322,302,1.9,5
50.02083333,16,13.65873306,303,2.1,5
50.03125,15.9,13.5605322,302,2.2,5
50.04166667,15.8,13.64002157,304,2,5
