$T,,
,,
JDAY,EDH,2.134
42.83333333,1.025,
42.8375,1.017,
42.84166667,1.006,
42.84583333,0.992,
42.85,0.995,
42.85416667,1.007,
42.85833333,1.003,
42.8625,0.995,
42.86666667,0.985,
42.87083333,0.989,
42.875,1.009,
42.87916667,1.01,
42.88333333,1.003,
42.8875,0.981,
42.89166667,0.98,
42.89583333,0.993,
42.9,1.005,
42.90416667,1.012,
42.90833333,1.012,
42.9125,0.996,
42.91666667,0.995,
42.92083333,1.005,
42.925,1.011,
42.92916667,1.038,
42.93333333,1.047,
42.9375,1.041,
42.94166667,1.039,
42.94583333,1.042,
42.95,1.051,
42.95416667,1.065,
42.95833333,1.07,
42.9625,1.072,
42.96666667,1.083,
42.97083333,1.099,
42.975,1.102,
42.97916667,1.095,
42.98333333,1.101,
42.9875,1.118,
42.99166667,1.136,
42.99583333,1.133,
43,1.127,
43.00416667,1.138,
43.00833333,1.149,
43.0125,1.155,
43.01666667,1.147,
43.02083333,1.14,
43.025,1.156,
43.02916667,1.175,
43.03333333,1.183,
43.0375,1.182,
43.04166667,1.188,
43.04583333,1.201,
43.05,1.195,
43.05416667,1.177,
43.05833333,1.167,
43.0625,1.179,
43.06666667,1.196,
43.07083333,1.208,
43.075,1.199,
43.07916667,1.204,
43.08333333,1.213,
43.0875,1.204,
43.09166667,1.194,
43.09583333,1.179,
43.1,1.191,
43.10416667,1.214,
43.10833333,1.215,
43.1125,1.18,
43.11666667,1.162,
43.12083333,1.172,
43.125,1.177,
43.12916667,1.174,
43.13333333,1.174,
43.1375,1.161,
43.14166667,1.162,
43.14583333,1.153,
43.15,1.123,
43.15416667,1.09,
43.15833333,1.084,
43.1625,1.087,
43.16666667,1.086,
43.17083333,1.075,
43.175,1.05,
43.17916667,1.029,
43.18333333,1.022,
43.1875,1.018,
43.19166667,0.999,
43.19583333,0.969,
43.2,0.939,
43.20416667,0.933,
43.20833333,0.926,
43.2125,0.909,
43.21666667,0.877,
43.22083333,0.857,
43.225,0.845,
43.22916667,0.843,
43.23333333,0.824,
43.2375,0.789,
43.24166667,0.763,
43.24583333,0.754,
43.25,0.759,
43.25416667,0.735,
43.25833333,0.693,
43.2625,0.669,
43.26666667,0.651,
43.27083333,0.652,
43.275,0.632,
43.27916667,0.593,
43.28333333,0.566,
43.2875,0.562,
43.29166667,0.565,
43.29583333,0.545,
43.3,0.511,
43.30416667,0.482,
43.30833333,0.461,
43.3125,0.441,
43.31666667,0.424,
43.32083333,0.418,
43.325,0.424,
43.32916667,0.429,
43.33333333,0.417,
43.3375,0.388,
43.34166667,0.351,
43.34583333,0.334,
43.35,0.329,
43.35416667,0.32,
43.35833333,0.32,
43.3625,0.317,
43.36666667,0.329,
43.37083333,0.325,
43.375,0.308,
43.37916667,0.295,
43.38333333,0.281,
43.3875,0.281,
43.39166667,0.299,
43.39583333,0.308,
43.4,0.308,
43.40416667,0.296,
43.40833333,0.282,
43.4125,0.279,
43.41666667,0.28,
43.42083333,0.301,
43.425,0.315,
43.42916667,0.324,
43.43333333,0.332,
43.4375,0.346,
43.44166667,0.358,
43.44583333,0.358,
43.45,0.357,
43.45416667,0.355,
43.45833333,0.374,
43.4625,0.389,
43.46666667,0.413,
43.47083333,0.423,
43.475,0.426,
43.47916667,0.445,
43.48333333,0.47,
43.4875,0.494,
43.49166667,0.507,
43.49583333,0.502,
43.5,0.513,
43.50416667,0.542,
43.50833333,0.57,
43.5125,0.598,
43.51666667,0.619,
43.52083333,0.637,
43.525,0.652,
43.52916667,0.657,
43.53333333,0.667,
43.5375,0.674,
43.54166667,0.703,
43.54583333,0.754,
43.55,0.786,
43.55416667,0.817,
43.55833333,0.826,
43.5625,0.841,
43.56666667,0.852,
43.57083333,0.862,
43.575,0.889,
43.57916667,0.917,
43.58333333,0.954,
43.5875,0.981,
43.59166667,0.998,
43.59583333,1.008,
43.6,1.019,
43.60416667,1.043,
43.60833333,1.075,
43.6125,1.089,
43.61666667,1.109,
43.62083333,1.109,
43.625,1.117,
43.62916667,1.144,
43.63333333,1.175,
43.6375,1.19,
43.64166667,1.194,
43.64583333,1.203,
43.65,1.213,
43.65416667,1.233,
43.65833333,1.244,
43.6625,1.234,
43.66666667,1.226,
43.67083333,1.232,
43.675,1.261,
43.67916667,1.265,
43.68333333,1.266,
43.6875,1.265,
43.69166667,1.265,
43.69583333,1.263,
43.7,1.253,
43.70416667,1.252,
43.70833333,1.262,
43.7125,1.266,
43.71666667,1.254,
43.72083333,1.242,
43.725,1.252,
43.72916667,1.259,
43.73333333,1.266,
43.7375,1.24,
43.74166667,1.22,
43.74583333,1.22,
43.75,1.221,
43.75416667,1.224,
43.75833333,1.209,
43.7625,1.203,
43.76666667,1.209,
43.77083333,1.202,
43.775,1.189,
43.77916667,1.174,
43.78333333,1.159,
43.7875,1.16,
43.79166667,1.146,
43.79583333,1.13,
43.8,1.117,
43.80416667,1.126,
43.80833333,1.126,
43.8125,1.094,
43.81666667,1.08,
43.82083333,1.076,
43.825,1.071,
43.82916667,1.075,
43.83333333,1.039,
43.8375,1.001,
43.84166667,0.988,
43.84583333,0.992,
43.85,0.992,
43.85416667,0.979,
43.85833333,0.972,
43.8625,0.957,
43.86666667,0.955,
43.87083333,0.945,
43.875,0.91,
43.87916667,0.889,
43.88333333,0.881,
43.8875,0.899,
43.89166667,0.903,
43.89583333,0.899,
43.9,0.885,
43.90416667,0.868,
43.90833333,0.863,
43.9125,0.856,
43.91666667,0.842,
43.92083333,0.844,
43.925,0.865,
43.92916667,0.883,
43.93333333,0.893,
43.9375,0.88,
43.94166667,0.855,
43.94583333,0.841,
43.95,0.849,
43.95416667,0.851,
43.95833333,0.859,
43.9625,0.88,
43.96666667,0.887,
43.97083333,0.884,
43.975,0.882,
43.97916667,0.89,
43.98333333,0.908,
43.9875,0.921,
43.99166667,0.919,
43.99583333,0.899,
44,0.893,
44.00416667,0.924,
44.00833333,0.947,
44.0125,0.951,
44.01666667,0.951,
44.02083333,0.951,
44.025,0.965,
44.02916667,0.987,
44.03333333,0.985,
44.0375,0.977,
44.04166667,0.988,
44.04583333,1.005,
44.05,1.027,
44.05416667,1.039,
44.05833333,1.036,
44.0625,1.035,
44.06666667,1.046,
44.07083333,1.056,
44.075,1.068,
44.07916667,1.078,
44.08333333,1.087,
44.0875,1.095,
44.09166667,1.106,
44.09583333,1.127,
44.1,1.134,
44.10416667,1.142,
44.10833333,1.139,
44.1125,1.14,
44.11666667,1.153,
44.12083333,1.161,
44.125,1.163,
44.12916667,1.165,
44.13333333,1.173,
44.1375,1.18,
44.14166667,1.184,
44.14583333,1.186,
44.15,1.18,
44.15416667,1.19,
44.15833333,1.194,
44.1625,1.18,
44.16666667,1.171,
44.17083333,1.171,
44.175,1.177,
44.17916667,1.176,
44.18333333,1.153,
44.1875,1.117,
44.19166667,1.109,
44.19583333,1.127,
44.2,1.136,
44.20416667,1.124,
44.20833333,1.096,
44.2125,1.074,
44.21666667,1.065,
44.22083333,1.07,
44.225,1.053,
44.22916667,1.019,
44.23333333,0.998,
44.2375,0.996,
44.24166667,1.001,
44.24583333,0.988,
44.25,0.949,
44.25416667,0.904,
44.25833333,0.884,
44.2625,0.894,
44.26666667,0.906,
44.27083333,0.892,
44.275,0.859,
44.27916667,0.822,
44.28333333,0.796,
44.2875,0.782,
44.29166667,0.771,
44.29583333,0.751,
44.3,0.737,
44.30416667,0.726,
44.30833333,0.708,
44.3125,0.7,
44.31666667,0.673,
44.32083333,0.643,
44.325,0.62,
44.32916667,0.597,
44.33333333,0.588,
44.3375,0.583,
44.34166667,0.566,
44.34583333,0.554,
44.35,0.53,
44.35416667,0.508,
44.35833333,0.491,
44.3625,0.465,
44.36666667,0.453,
44.37083333,0.439,
44.375,0.431,
44.37916667,0.424,
44.38333333,0.407,
44.3875,0.402,
44.39166667,0.386,
44.39583333,0.367,
44.4,0.356,
44.40416667,0.345,
44.40833333,0.337,
44.4125,0.343,
44.41666667,0.354,
44.42083333,0.346,
44.425,0.334,
44.42916667,0.321,
44.43333333,0.323,
44.4375,0.327,
44.44166667,0.329,
44.44583333,0.331,
44.45,0.329,
44.45416667,0.338,
44.45833333,0.352,
44.4625,0.369,
44.46666667,0.384,
44.47083333,0.377,
44.475,0.389,
44.47916667,0.411,
44.48333333,0.413,
44.4875,0.43,
44.49166667,0.448,
44.49583333,0.46,
44.5,0.49,
44.50416667,0.519,
44.50833333,0.534,
44.5125,0.542,
44.51666667,0.546,
44.52083333,0.573,
44.525,0.6,
44.52916667,0.619,
44.53333333,0.641,
44.5375,0.674,
44.54166667,0.707,
44.54583333,0.734,
44.55,0.744,
44.55416667,0.746,
44.55833333,0.758,
44.5625,0.786,
44.56666667,0.815,
44.57083333,0.852,
44.575,0.879,
44.57916667,0.893,
44.58333333,0.919,
44.5875,0.933,
44.59166667,0.949,
44.59583333,0.973,
44.6,0.996,
44.60416667,1.01,
44.60833333,1.025,
44.6125,1.056,
44.61666667,1.083,
44.62083333,1.116,
44.625,1.139,
44.62916667,1.141,
44.63333333,1.146,
44.6375,1.173,
44.64166667,1.208,
44.64583333,1.227,
44.65,1.237,
44.65416667,1.261,
44.65833333,1.279,
44.6625,1.308,
44.66666667,1.322,
44.67083333,1.313,
44.675,1.321,
44.67916667,1.349,
44.68333333,1.369,
44.6875,1.387,
44.69166667,1.396,
44.69583333,1.398,
44.7,1.399,
44.70416667,1.389,
44.70833333,1.391,
44.7125,1.401,
44.71666667,1.415,
44.72083333,1.435,
44.725,1.431,
44.72916667,1.419,
44.73333333,1.416,
44.7375,1.41,
44.74166667,1.397,
44.74583333,1.384,
44.75,1.374,
44.75416667,1.392,
44.75833333,1.398,
44.7625,1.383,
44.76666667,1.348,
44.77083333,1.317,
44.775,1.312,
44.77916667,1.315,
44.78333333,1.306,
44.7875,1.29,
44.79166667,1.276,
44.79583333,1.268,
44.8,1.261,
44.80416667,1.24,
44.80833333,1.22,
44.8125,1.183,
44.81666667,1.162,
44.82083333,1.154,
44.825,1.13,
44.82916667,1.121,
44.83333333,1.11,
44.8375,1.097,
44.84166667,1.09,
44.84583333,1.071,
44.85,1.05,
44.85416667,1.014,
44.85833333,0.985,
44.8625,0.968,
44.86666667,0.95,
44.87083333,0.952,
44.875,0.952,
44.87916667,0.932,
44.88333333,0.911,
44.8875,0.886,
44.89166667,0.852,
44.89583333,0.835,
44.9,0.827,
44.90416667,0.825,
44.90833333,0.818,
44.9125,0.807,
44.91666667,0.787,
44.92083333,0.774,
44.925,0.762,
44.92916667,0.745,
44.93333333,0.723,
44.9375,0.713,
44.94166667,0.706,
44.94583333,0.717,
44.95,0.719,
44.95416667,0.699,
44.95833333,0.679,
44.9625,0.66,
44.96666667,0.668,
44.97083333,0.675,
44.975,0.675,
44.97916667,0.668,
44.98333333,0.655,
44.9875,0.659,
44.99166667,0.673,
44.99583333,0.686,
45,0.683,
45.00416667,0.679,
45.00833333,0.691,
45.0125,0.688,
45.01666667,0.681,
45.02083333,0.691,
45.025,0.696,
45.02916667,0.724,
45.03333333,0.759,
45.0375,0.775,
45.04166667,0.778,
45.04583333,0.764,
45.05,0.76,
45.05416667,0.775,
45.05833333,0.792,
45.0625,0.83,
45.06666667,0.856,
45.07083333,0.871,
45.075,0.881,
45.07916667,0.876,
45.08333333,0.883,
45.0875,0.884,
45.09166667,0.906,
45.09583333,0.944,
45.1,0.961,
45.10416667,0.978,
45.10833333,0.981,
45.1125,0.984,
45.11666667,0.989,
45.12083333,1.004,
45.125,1.024,
45.12916667,1.032,
45.13333333,1.056,
45.1375,1.076,
45.14166667,1.085,
45.14583333,1.092,
45.15,1.083,
45.15416667,1.087,
45.15833333,1.113,
45.1625,1.146,
45.16666667,1.149,
45.17083333,1.138,
45.175,1.141,
45.17916667,1.148,
45.18333333,1.176,
45.1875,1.183,
45.19166667,1.179,
45.19583333,1.172,
45.2,1.174,
45.20416667,1.191,
45.20833333,1.188,
45.2125,1.183,
45.21666667,1.181,
45.22083333,1.168,
45.225,1.157,
45.22916667,1.153,
45.23333333,1.154,
45.2375,1.145,
45.24166667,1.147,
45.24583333,1.128,
45.25,1.114,
45.25416667,1.107,
45.25833333,1.092,
45.2625,1.078,
45.26666667,1.047,
45.27083333,1.036,
45.275,1.025,
45.27916667,0.993,
45.28333333,0.977,
45.2875,0.961,
45.29166667,0.955,
45.29583333,0.942,
45.3,0.92,
45.30416667,0.894,
45.30833333,0.879,
45.3125,0.876,
45.31666667,0.847,
45.32083333,0.807,
45.325,0.789,
45.32916667,0.78,
45.33333333,0.785,
45.3375,0.77,
45.34166667,0.732,
45.34583333,0.7,
45.35,0.686,
45.35416667,0.68,
45.35833333,0.662,
45.3625,0.628,
45.36666667,0.603,
45.37083333,0.587,
45.375,0.581,
45.37916667,0.581,
45.38333333,0.557,
45.3875,0.522,
45.39166667,0.488,
45.39583333,0.456,
45.4,0.436,
45.40416667,0.431,
45.40833333,0.428,
45.4125,0.434,
45.41666667,0.417,
45.42083333,0.399,
45.425,0.375,
45.42916667,0.356,
45.43333333,0.353,
45.4375,0.333,
45.44166667,0.329,
45.44583333,0.334,
45.45,0.324,
45.45416667,0.326,
45.45833333,0.327,
45.4625,0.325,
45.46666667,0.319,
45.47083333,0.318,
45.475,0.333,
45.47916667,0.348,
45.48333333,0.36,
45.4875,0.366,
45.49166667,0.368,
45.49583333,0.378,
45.5,0.394,
45.50416667,0.408,
45.50833333,0.422,
45.5125,0.425,
45.51666667,0.434,
45.52083333,0.467,
45.525,0.5,
45.52916667,0.523,
45.53333333,0.537,
45.5375,0.546,
45.54166667,0.572,
45.54583333,0.599,
45.55,0.621,
45.55416667,0.65,
45.55833333,0.657,
45.5625,0.682,
45.56666667,0.723,
45.57083333,0.758,
45.575,0.773,
45.57916667,0.79,
45.58333333,0.815,
45.5875,0.841,
45.59166667,0.87,
45.59583333,0.899,
45.6,0.923,
45.60416667,0.957,
45.60833333,0.996,
45.6125,1.035,
45.61666667,1.042,
45.62083333,1.054,
45.625,1.085,
45.62916667,1.112,
45.63333333,1.148,
45.6375,1.176,
45.64166667,1.201,
45.64583333,1.223,
45.65,1.246,
45.65416667,1.259,
45.65833333,1.286,
45.6625,1.322,
45.66666667,1.358,
45.67083333,1.373,
45.675,1.374,
45.67916667,1.369,
45.68333333,1.392,
45.6875,1.414,
45.69166667,1.444,
45.69583333,1.468,
45.7,1.48,
45.70416667,1.482,
45.70833333,1.483,
45.7125,1.486,
45.71666667,1.502,
45.72083333,1.515,
45.725,1.521,
45.72916667,1.519,
45.73333333,1.536,
45.7375,1.544,
45.74166667,1.529,
45.74583333,1.502,
45.75,1.494,
45.75416667,1.501,
45.75833333,1.535,
45.7625,1.532,
45.76666667,1.505,
45.77083333,1.482,
45.775,1.469,
45.77916667,1.462,
45.78333333,1.449,
45.7875,1.43,
45.79166667,1.421,
45.79583333,1.417,
45.8,1.391,
45.80416667,1.36,
45.80833333,1.336,
45.8125,1.311,
45.81666667,1.296,
45.82083333,1.285,
45.825,1.255,
45.82916667,1.235,
45.83333333,1.22,
45.8375,1.193,
45.84166667,1.159,
45.84583333,1.126,
45.85,1.1,
45.85416667,1.074,
45.85833333,1.046,
45.8625,1.026,
45.86666667,0.994,
45.87083333,0.973,
45.875,0.963,
45.87916667,0.943,
45.88333333,0.914,
45.8875,0.879,
45.89166667,0.852,
45.89583333,0.816,
45.9,0.798,
45.90416667,0.771,
45.90833333,0.741,
45.9125,0.723,
45.91666667,0.716,
45.92083333,0.703,
45.925,0.682,
45.92916667,0.649,
45.93333333,0.614,
45.9375,0.602,
45.94166667,0.596,
45.94583333,0.581,
45.95,0.561,
45.95416667,0.535,
45.95833333,0.521,
45.9625,0.528,
45.96666667,0.521,
45.97083333,0.508,
45.975,0.48,
45.97916667,0.459,
45.98333333,0.458,
45.9875,0.461,
45.99166667,0.471,
45.99583333,0.47,
46,0.469,
46.00416667,0.476,
46.00833333,0.474,
46.0125,0.465,
46.01666667,0.44,
46.02083333,0.426,
46.025,0.433,
46.02916667,0.453,
46.03333333,0.495,
46.0375,0.53,
46.04166667,0.539,
46.04583333,0.534,
46.05,0.513,
46.05416667,0.511,
46.05833333,0.519,
46.0625,0.543,
46.06666667,0.572,
46.07083333,0.584,
46.075,0.608,
46.07916667,0.638,
46.08333333,0.654,
46.0875,0.661,
46.09166667,0.657,
46.09583333,0.661,
46.1,0.683,
46.10416667,0.724,
46.10833333,0.759,
46.1125,0.774,
46.11666667,0.789,
46.12083333,0.807,
46.125,0.826,
46.12916667,0.851,
46.13333333,0.861,
46.1375,0.868,
46.14166667,0.872,
46.14583333,0.894,
46.15,0.927,
46.15416667,0.965,
46.15833333,0.988,
46.1625,1.001,
46.16666667,1.003,
46.17083333,1.019,
46.175,1.038,
46.17916667,1.063,
46.18333333,1.075,
46.1875,1.071,
46.19166667,1.089,
46.19583333,1.116,
46.2,1.138,
46.20416667,1.137,
46.20833333,1.131,
46.2125,1.129,
46.21666667,1.15,
46.22083333,1.178,
46.225,1.187,
46.22916667,1.194,
46.23333333,1.206,
46.2375,1.199,
46.24166667,1.19,
46.24583333,1.165,
46.25,1.171,
46.25416667,1.178,
46.25833333,1.176,
46.2625,1.154,
46.26666667,1.139,
46.27083333,1.151,
46.275,1.163,
46.27916667,1.159,
46.28333333,1.116,
46.2875,1.076,
46.29166667,1.078,
46.29583333,1.091,
46.3,1.089,
46.30416667,1.051,
46.30833333,1.001,
46.3125,0.975,
46.31666667,0.966,
46.32083333,0.962,
46.325,0.936,
46.32916667,0.904,
46.33333333,0.893,
46.3375,0.893,
46.34166667,0.879,
46.34583333,0.856,
46.35,0.811,
46.35416667,0.775,
46.35833333,0.752,
46.3625,0.74,
46.36666667,0.719,
46.37083333,0.706,
46.375,0.686,
46.37916667,0.661,
46.38333333,0.646,
46.3875,0.632,
46.39166667,0.612,
46.39583333,0.603,
46.4,0.582,
46.40416667,0.545,
46.40833333,0.526,
46.4125,0.509,
46.41666667,0.501,
46.42083333,0.488,
46.425,0.478,
46.42916667,0.452,
46.43333333,0.423,
46.4375,0.418,
46.44166667,0.408,
46.44583333,0.396,
46.45,0.386,
46.45416667,0.372,
46.45833333,0.375,
46.4625,0.379,
46.46666667,0.38,
46.47083333,0.37,
46.475,0.35,
46.47916667,0.328,
46.48333333,0.33,
46.4875,0.346,
46.49166667,0.355,
46.49583333,0.358,
46.5,0.371,
46.50416667,0.386,
46.50833333,0.398,
46.5125,0.415,
46.51666667,0.407,
46.52083333,0.405,
46.525,0.414,
46.52916667,0.441,
46.53333333,0.461,
46.5375,0.475,
46.54166667,0.494,
46.54583333,0.523,
46.55,0.546,
46.55416667,0.565,
46.55833333,0.59,
46.5625,0.591,
46.56666667,0.616,
46.57083333,0.649,
46.575,0.673,
46.57916667,0.692,
46.58333333,0.722,
46.5875,0.764,
46.59166667,0.793,
46.59583333,0.809,
46.6,0.827,
46.60416667,0.836,
46.60833333,0.865,
46.6125,0.913,
46.61666667,0.944,
46.62083333,0.982,
46.625,1.019,
46.62916667,1.047,
46.63333333,1.073,
46.6375,1.095,
46.64166667,1.111,
46.64583333,1.136,
46.65,1.176,
46.65416667,1.207,
46.65833333,1.24,
46.6625,1.266,
46.66666667,1.297,
46.67083333,1.327,
46.675,1.362,
46.67916667,1.387,
46.68333333,1.398,
46.6875,1.418,
46.69166667,1.44,
46.69583333,1.459,
46.7,1.48,
46.70416667,1.483,
46.70833333,1.5,
46.7125,1.543,
46.71666667,1.575,
46.72083333,1.586,
46.725,1.579,
46.72916667,1.586,
46.73333333,1.59,
46.7375,1.597,
46.74166667,1.599,
46.74583333,1.587,
46.75,1.604,
46.75416667,1.619,
46.75833333,1.619,
46.7625,1.606,
46.76666667,1.595,
46.77083333,1.595,
46.775,1.595,
46.77916667,1.575,
46.78333333,1.555,
46.7875,1.543,
46.79166667,1.543,
46.79583333,1.532,
46.8,1.494,
46.80416667,1.482,
46.80833333,1.471,
46.8125,1.451,
46.81666667,1.439,
46.82083333,1.4,
46.825,1.379,
46.82916667,1.358,
46.83333333,1.331,
46.8375,1.31,
46.84166667,1.287,
46.84583333,1.28,
46.85,1.245,
46.85416667,1.188,
46.85833333,1.139,
46.8625,1.109,
46.86666667,1.103,
46.87083333,1.096,
46.875,1.067,
46.87916667,1.031,
46.88333333,0.997,
46.8875,0.964,
46.89166667,0.919,
46.89583333,0.866,
46.9,0.825,
46.90416667,0.804,
46.90833333,0.793,
46.9125,0.78,
46.91666667,0.746,
46.92083333,0.708,
46.925,0.664,
46.92916667,0.621,
46.93333333,0.583,
46.9375,0.553,
46.94166667,0.528,
46.94583333,0.51,
46.95,0.493,
46.95416667,0.469,
46.95833333,0.448,
46.9625,0.434,
46.96666667,0.405,
46.97083333,0.367,
46.975,0.334,
46.97916667,0.307,
46.98333333,0.298,
46.9875,0.291,
46.99166667,0.289,
46.99583333,0.271,
47,0.249,
47.00416667,0.249,
47.00833333,0.247,
47.0125,0.226,
47.01666667,0.2,
47.02083333,0.183,
47.025,0.187,
47.02916667,0.205,
47.03333333,0.229,
47.0375,0.243,
47.04166667,0.23,
47.04583333,0.23,
47.05,0.23,
47.05416667,0.22,
47.05833333,0.222,
47.0625,0.234,
47.06666667,0.272,
47.07083333,0.301,
47.075,0.326,
47.07916667,0.348,
47.08333333,0.347,
47.0875,0.345,
47.09166667,0.357,
47.09583333,0.37,
47.1,0.395,
47.10416667,0.424,
47.10833333,0.459,
47.1125,0.496,
47.11666667,0.521,
47.12083333,0.547,
47.125,0.55,
47.12916667,0.555,
47.13333333,0.575,
47.1375,0.598,
47.14166667,0.628,
47.14583333,0.655,
47.15,0.68,
47.15416667,0.718,
47.15833333,0.76,
47.1625,0.784,
47.16666667,0.783,
47.17083333,0.788,
47.175,0.806,
47.17916667,0.842,
47.18333333,0.88,
47.1875,0.899,
47.19166667,0.914,
47.19583333,0.949,
47.2,0.996,
47.20416667,1.017,
47.20833333,1.021,
47.2125,1.02,
47.21666667,1.033,
47.22083333,1.069,
47.225,1.095,
47.22916667,1.111,
47.23333333,1.118,
47.2375,1.137,
47.24166667,1.163,
47.24583333,1.173,
47.25,1.18,
47.25416667,1.195,
47.25833333,1.208,
47.2625,1.208,
47.26666667,1.203,
47.27083333,1.196,
47.275,1.201,
47.27916667,1.21,
47.28333333,1.214,
47.2875,1.205,
47.29166667,1.19,
47.29583333,1.176,
47.3,1.173,
47.30416667,1.162,
47.30833333,1.163,
47.3125,1.152,
47.31666667,1.13,
47.32083333,1.107,
47.325,1.084,
47.32916667,1.063,
47.33333333,1.04,
47.3375,1.012,
47.34166667,0.994,
47.34583333,0.99,
47.35,0.983,
47.35416667,0.972,
47.35833333,0.946,
47.3625,0.915,
47.36666667,0.895,
47.37083333,0.878,
47.375,0.851,
47.37916667,0.824,
47.38333333,0.804,
47.3875,0.791,
47.39166667,0.777,
47.39583333,0.767,
47.4,0.748,
47.40416667,0.721,
47.40833333,0.702,
47.4125,0.686,
47.41666667,0.67,
47.42083333,0.653,
47.425,0.637,
47.42916667,0.605,
47.43333333,0.576,
47.4375,0.557,
47.44166667,0.54,
47.44583333,0.525,
47.45,0.515,
47.45416667,0.503,
47.45833333,0.487,
47.4625,0.478,
47.46666667,0.469,
47.47083333,0.443,
47.475,0.423,
47.47916667,0.415,
47.48333333,0.416,
47.4875,0.413,
47.49166667,0.408,
47.49583333,0.403,
47.5,0.395,
47.50416667,0.39,
47.50833333,0.398,
47.5125,0.407,
47.51666667,0.411,
47.52083333,0.423,
47.525,0.438,
47.52916667,0.44,
47.53333333,0.44,
47.5375,0.452,
47.54166667,0.477,
47.54583333,0.496,
47.55,0.518,
47.55416667,0.536,
47.55833333,0.548,
47.5625,0.572,
47.56666667,0.601,
47.57083333,0.626,
47.575,0.64,
47.57916667,0.655,
47.58333333,0.688,
47.5875,0.709,
47.59166667,0.732,
47.59583333,0.768,
47.6,0.801,
47.60416667,0.82,
47.60833333,0.852,
47.6125,0.876,
47.61666667,0.897,
47.62083333,0.943,
47.625,0.987,
47.62916667,1.01,
47.63333333,1.023,
47.6375,1.042,
47.64166667,1.072,
47.64583333,1.11,
47.65,1.15,
47.65416667,1.183,
47.65833333,1.207,
47.67083333,1.305,
47.675,1.33,
47.67916667,1.349,
47.68333333,1.38,
47.6875,1.421,
47.69166667,1.456,
47.69583333,1.483,
47.7,1.507,
47.70416667,1.531,
47.70833333,1.555,
47.7125,1.585,
47.71666667,1.612,
47.72083333,1.629,
47.725,1.645,
47.72916667,1.654,
47.73333333,1.673,
47.7375,1.701,
47.74166667,1.72,
47.74583333,1.725,
47.75,1.723,
47.75416667,1.728,
47.75833333,1.739,
47.7625,1.744,
47.76666667,1.757,
47.77083333,1.764,
47.775,1.764,
47.77916667,1.762,
47.78333333,1.739,
47.7875,1.726,
47.79166667,1.718,
47.79583333,1.71,
47.8,1.709,
47.80416667,1.691,
47.80833333,1.68,
47.8125,1.668,
47.81666667,1.656,
47.82083333,1.627,
47.825,1.588,
47.82916667,1.544,
47.83333333,1.525,
47.8375,1.525,
47.84166667,1.514,
47.84583333,1.481,
47.85,1.432,
47.85416667,1.393,
47.85833333,1.369,
47.8625,1.352,
47.86666667,1.312,
47.87083333,1.272,
47.875,1.243,
47.87916667,1.211,
47.88333333,1.175,
47.8875,1.13,
47.89166667,1.086,
47.89583333,1.047,
47.9,1.007,
47.90416667,0.966,
47.90833333,0.921,
47.9125,0.882,
47.91666667,0.859,
47.92083333,0.823,
47.925,0.79,
47.92916667,0.745,
47.93333333,0.703,
47.9375,0.672,
47.94166667,0.629,
47.94583333,0.586,
47.95,0.545,
47.95416667,0.503,
47.95833333,0.469,
47.9625,0.452,
47.96666667,0.431,
47.97083333,0.405,
47.975,0.372,
47.97916667,0.33,
47.98333333,0.286,
47.9875,0.246,
47.99166667,0.218,
47.99583333,0.198,
48,0.179,
48.00416667,0.172,
48.00833333,0.164,
48.0125,0.143,
48.01666667,0.112,
48.02083333,0.077,
48.025,0.056,
48.02916667,0.044,
48.03333333,0.044,
48.0375,0.041,
48.04166667,0.031,
48.04583333,0.025,
48.05,0.018,
48.05416667,0.022,
48.05833333,0.021,
48.0625,0.011,
48.06666667,0.009,
48.07083333,0.014,
48.075,0.028,
48.07916667,0.042,
48.08333333,0.058,
48.0875,0.072,
48.09166667,0.087,
48.09583333,0.109,
48.1,0.128,
48.10416667,0.15,
48.10833333,0.159,
48.1125,0.169,
48.11666667,0.184,
48.12083333,0.211,
48.125,0.256,
48.12916667,0.297,
48.13333333,0.326,
48.1375,0.35,
48.14166667,0.371,
48.14583333,0.395,
48.15,0.414,
48.15416667,0.433,
48.15833333,0.451,
48.1625,0.478,
48.16666667,0.528,
48.17083333,0.574,
48.175,0.601,
48.17916667,0.62,
48.18333333,0.632,
48.1875,0.657,
48.19166667,0.685,
48.19583333,0.716,
48.2,0.749,
48.20416667,0.785,
48.20833333,0.827,
48.2125,0.858,
48.21666667,0.871,
48.22083333,0.883,
48.225,0.903,
48.22916667,0.926,
48.23333333,0.952,
48.2375,0.975,
48.24166667,1.01,
48.24583333,1.051,
48.25,1.087,
48.25416667,1.108,
48.25833333,1.11,
48.2625,1.115,
48.26666667,1.124,
48.27083333,1.141,
48.275,1.157,
48.27916667,1.166,
48.28333333,1.181,
48.2875,1.196,
48.29166667,1.218,
48.29583333,1.233,
48.3,1.243,
48.30416667,1.238,
48.30833333,1.215,
48.3125,1.195,
48.31666667,1.199,
48.32083333,1.205,
48.325,1.214,
48.32916667,1.201,
48.33333333,1.175,
48.3375,1.161,
48.34166667,1.164,
48.34583333,1.157,
48.35,1.131,
48.35416667,1.101,
48.35833333,1.082,
48.3625,1.088,
48.36666667,1.076,
48.37083333,1.055,
48.375,1.018,
48.37916667,0.988,
48.38333333,0.981,
48.3875,0.968,
